Time,Phuong,year,month,quarter,month_sin,month_cos,GiaTri_log,GiaTri,GiaTri_log_lag1,GiaTri_log_lag2,GiaTri_log_lag3,GiaTri_log_roll3,GiaTri_log_roll6
2022-12-01, Phường Cô Giang,2022,12,4,-2.4492935982947064e-16,1.0,19.794754807353545,395141625.7567998,19.70360429643527,19.551440554186275,19.56038118664277,19.60514201242144,19.65611353676812
2023-01-01, Phường Cô Giang,2023,1,1,0.49999999999999994,0.8660254037844387,19.935087705420706,454672393.4666208,19.794754807353545,19.70360429643527,19.551440554186275,19.683266552658363,19.721124450433813
2023-02-01, Phường Cô Giang,2023,2,1,0.8660254037844386,0.5000000000000001,20.10860459214042,540824070.2448446,19.935087705420706,19.794754807353545,19.70360429643527,19.811148936403175,19.744976977208257
2023-03-01, Phường Cô Giang,2023,3,1,1.0,6.123233995736766e-17,19.960506622862034,466377812.8150968,20.10860459214042,19.935087705420706,19.794754807353545,19.946149034971558,19.775645523696497
2023-04-01, Phường Cô Giang,2023,4,2,0.8660254037844387,-0.4999999999999998,19.77810645409472,388617625.9798782,19.960506622862034,20.10860459214042,19.935087705420706,20.001399640141056,19.84233309639971
2023-05-01, Phường Cô Giang,2023,5,2,0.49999999999999994,-0.8660254037844387,19.357151439892256,255096238.0323577,19.77810645409472,19.960506622862034,20.10860459214042,19.949072556365724,19.88011074638445
2023-06-01, Phường Cô Giang,2023,6,2,1.2246467991473532e-16,-1.0,18.97856417131468,174697098.34203708,19.357151439892256,19.77810645409472,19.960506622862034,19.698588172283,19.82236860362728
2023-07-01, Phường Cô Giang,2023,7,3,-0.4999999999999997,-0.8660254037844388,19.149344499665215,207230963.48206875,18.97856417131468,19.357151439892256,19.77810645409472,19.37127402176722,19.686336830954136
2023-08-01, Phường Cô Giang,2023,8,3,-0.8660254037844384,-0.5000000000000004,19.370765806535154,258592960.5812713,19.149344499665215,18.97856417131468,19.357151439892256,19.16168670362405,19.555379629994885
2023-09-01, Phường Cô Giang,2023,9,3,-1.0,-1.8369701987210297e-16,19.146293268247177,206599617.5335676,19.370765806535154,19.149344499665215,18.97856417131468,19.16622482583835,19.432406499060676
2023-10-01, Phường Cô Giang,2023,10,4,-0.8660254037844386,0.5000000000000001,19.821411779101645,405816553.4396434,19.146293268247177,19.370765806535154,19.149344499665215,19.222134524815846,19.296704273291535
2023-11-01, Phường Cô Giang,2023,11,4,-0.5000000000000004,0.8660254037844384,19.678964860674615,351937745.24917185,19.821411779101645,19.146293268247177,19.370765806535154,19.446156951294657,19.303921827459355
2023-12-01, Phường Cô Giang,2023,12,4,-2.4492935982947064e-16,1.0,19.59040918119064,322111777.4103643,19.678964860674615,19.821411779101645,19.146293268247177,19.548889969341147,19.357557397589748
2024-01-01, Phường Cô Giang,2024,1,1,0.49999999999999994,0.8660254037844387,20.03253557529781,501209920.0071743,19.59040918119064,19.678964860674615,19.821411779101645,19.696928606988966,19.45953156590241
2024-02-01, Phường Cô Giang,2024,2,1,0.8660254037844386,0.5000000000000001,19.887196736203695,433410872.7684526,20.03253557529781,19.59040918119064,19.678964860674615,19.76730320572102,19.60673007850784
2024-03-01, Phường Cô Giang,2024,3,1,1.0,6.123233995736766e-17,19.957891994765227,465160001.0355917,19.887196736203695,20.03253557529781,19.59040918119064,19.836713830897384,19.692801900119264
2024-04-01, Phường Cô Giang,2024,4,2,0.8660254037844387,-0.4999999999999998,19.898902983623564,438514300.4051438,19.957891994765227,19.887196736203695,20.03253557529781,19.959208102088912,19.82806835453894
